,Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,Charge Slots,Charging Status,City,ID,Kind,Postal code,Rental status,Slots,Station type,Status,Subscription status,Date,Time
142,3 avenue Paul Doumer,5,5,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-pauldoumer-3,STATION,92500,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 12:48:00
143,28 rue Championnet,1,1,0,0,2,operational,Paris,paris-championnet-28,STATION,75018,operational,5,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 12:50:00
144,1 rue Jules LefÃ¨bvre,1,1,0,2,0,operational,Paris,paris-juleslefebvre-1,STATION,75009,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 13:16:00
145,20 Chemin LatÃ©ral,3,3,0,1,1,operational,Drancy,drancy-cheminlateral-20,STATION,93700,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 11:57:00
146,22 Voie au Lard,7,7,0,0,0,nonexistent,Rungis,rungis-lard-22,STATION,94150,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 17:35:00
147,22 rue de Normandie,6,6,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-normandie-22,STATION,92600,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 11:18:00
148,236 Rue des PyrÃ©nÃ©es,6,6,0,0,0,operational,Paris,paris-pyrenees-236,STATION,75020,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:33:00
149,26 rue HuchÃ©,6,6,0,0,0,operational,Suresnes,suresnes-huche-26,STATION,92150,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 08:28:00
150,42 Rue Victor Hugo,6,6,0,0,0,nonexistent,Colombes,colombes-victorhugo-42,STATION,92700,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 05:04:00
151,2 avenue du Val de Fontenay,5,5,0,1,0,nonexistent,Fontenay-Sous-Bois,fontenaysousbois-valdefontenay-2,STATION,94120,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 03:57:00
152,8 rue Gaston Tessier,4,4,0,0,1,operational,Paris,paris-gastontessier-8,STATION,75019,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 12:31:00
153,20 Boulevard de Vaugirard,2,2,1,1,0,operational,Paris,paris-vaugirard-20,STATION,75015,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 11:57:00
154,52 Boulevard de la RÃ©publique,4,4,0,0,0,operational,La Garenne-Colombes,lagarennecolombes-republique-52,SPACE,92250,operational,0,full_station,ok,broken,2018-04-08 00:00:00,2020-05-29 11:55:00
155,199 Rue du Faubourg Saint-Antoine,3,3,0,0,0,nonexistent,Paris,paris-faubourgsaintantoine-199,SPACE,75011,operational,1,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 09:22:00
156,108 Rue Balard,0,0,0,0,1,operational,Paris,paris-balard-108,STATION,75015,operational,5,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 22:33:00
157,51 Rue de Bretagne,0,0,0,0,0,operational,Paris,paris-bretagne-51,SPACE,75003,operational,1,full_station,ok,operational,2018-04-08 00:00:00,2020-05-29 00:38:00
158,8 rue des Chantiers,2,2,0,0,0,nonexistent,Versailles,versailles-chantiers-8,SPACE,78000,operational,3,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 07:42:00
159,69 Rue de Courcelles,0,0,0,0,2,operational,Paris,paris-courcelles-69,STATION,75008,operational,5,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 18:38:00
160,25 rue de la Plaine,0,0,0,2,0,operational,Paris,paris-plaine-25,STATION,75020,operational,3,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 17:06:00
161,16 rue de Lisbonne,5,5,0,1,0,nonexistent,Rosny-sous-Bois,rosnysousbois-lisbonne-16,STATION,93110,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 09:18:00
162,19 Rue des Filles du Calvaire,4,4,0,0,0,operational,Paris,paris-fillesducalvaire-19,STATION,75003,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 13:57:00
163,108 Rue Jouffroy d'Abbans,2,2,0,0,0,operational,Paris,paris-jouffroydabbans-108,STATION,75017,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 07:28:00
164,115 Boulevard Pereire,1,1,0,0,1,operational,Paris,paris-pereire-115,STATION,75017,operational,4,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 16:17:00
165,39 rue Julien Lacroix,6,6,0,0,0,operational,Paris,paris-julienlacroix-39,STATION,75020,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 03:01:00
166,123 Grande Rue,1,1,0,1,0,nonexistent,SÃ¨vres,sevres-granderue-123,STATION,92310,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 08:13:00
167,1 rue LÃ©on Frot,0,0,1,0,0,nonexistent,Paris,paris-leonfrot-1,STATION,75011,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 20:14:00
168,8 rue Goubet,5,5,0,0,0,operational,Paris,paris-goubet-8,STATION,75019,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 23:47:00
169,56 Rue des Plantes,2,2,0,0,0,operational,Paris,paris-plantes-56,STATION,75014,operational,1,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 09:46:00
170,80 Rue de Dantzig,2,2,0,0,2,operational,Paris,paris-dantzig-80,STATION,75015,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 10:50:00
171,192 avenue Pierre Brossolette,2,2,0,0,0,nonexistent,Malakoff,malakoff-pierrebrossolette-192,STATION,92240,operational,3,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 08:03:00
172,280 avenue Jean JaurÃ¨s,0,0,0,0,0,nonexistent,ChÃ¢tenay-Malabry,chatenaymalabry-jeanjaures-280,STATION,92290,broken,0,station,closed,nonexistent,2018-04-09 00:00:00,2020-05-29 21:31:00
173,26 rue Claude Decaen,6,6,0,0,0,operational,Paris,paris-claudedecaen-26,STATION,75012,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 22:26:00
174,80 Rue de Dantzig,4,4,0,0,0,operational,Paris,paris-dantzig-80,STATION,75015,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 06:19:00
175,78 Avenue du Maine,0,0,0,0,2,operational,Paris,paris-maine-78,SPACE,75014,operational,5,full_station,ok,operational,2018-04-01 00:00:00,2020-05-29 19:20:00
176,65 rue Ordener,6,6,0,0,0,operational,Paris,paris-ordener-65,STATION,75018,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 03:14:00
177,236 Avenue Henri Barbusse,0,0,0,0,0,nonexistent,Drancy,drancy-henribarbusse-236,STATION,93700,operational,4,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 18:17:00
178,236 Avenue Henri Barbusse,0,0,0,0,0,nonexistent,Drancy,drancy-henribarbusse-236,STATION,93700,operational,4,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 11:21:00
179,1 rue Croulebarbe,3,3,0,0,0,operational,Paris,paris-croulebarbe-1,STATION,75013,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 22:07:00
180,102 Rue Juliette Savar,3,3,0,0,0,nonexistent,CrÃ©teil,creteil-juliettesavar-102,STATION,94000,operational,2,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 22:01:00
181,1 rue AndrÃ© Theuriet,2,2,0,0,0,nonexistent,Bourg-la-Reine,bourglareine-andretheuriet-1,SPACE,92340,operational,4,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 21:48:00
182,27 rue Geoffroy-Saint-Hilaire,0,0,0,0,2,operational,Paris,paris-geoffroysainthilaire-27,STATION,75005,operational,6,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 15:52:00
183,56 boulevard du MarÃ©chal Foch,1,1,0,0,0,nonexistent,VerriÃ¨res-le-Buisson,verriereslebuisson-marechalfoch-56,STATION,91370,operational,6,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 03:07:00
184,23 Boulevard Delessert,4,4,0,1,0,operational,Paris,paris-delessert-23,STATION,75016,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 07:43:00
185,24 rue de la Paix,0,0,0,0,1,operational,Paris,paris-paix-24,STATION,75002,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 01:28:00
186,64 rue du Faubourg PoissonniÃ¨re,1,1,0,0,0,nonexistent,Paris,paris-faubourgpoissoniere-64,STATION,75010,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 09:41:00
187,18 Rue PerrÃ©e,1,1,0,0,1,operational,Paris,paris-perree-18,STATION,75003,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 15:48:00
188,36 Avenue Carnot,2,2,0,1,0,nonexistent,Cachan,cachan-carnot-36,STATION,94230,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 17:30:00
189,1 avenue Rachel,1,1,0,0,1,operational,Paris,paris-rachel-1,STATION,75018,operational,4,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 12:14:00
190,22 bis rue Legendre,0,0,0,0,0,nonexistent,Paris,paris-legendre-22,STATION,75017,operational,4,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 08:26:00
191,8 rue Waldeck Rochet,4,4,0,0,0,nonexistent,Nanterre,nanterre-waldeckrochet-8,STATION,92000,operational,0,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 11:19:00
192,1 avenue Ãmile Laurent,4,4,0,0,1,operational,Paris,paris-emilelaurent-1,STATION,75012,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 09:12:00
193,24 boulevard Diderot,0,0,0,0,1,operational,Paris,paris-diderot-24,SPACE,75012,operational,3,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 20:28:00
194,8 Avenue de la Porte de Montrouge,1,1,1,0,1,operational,Paris,paris-portedemontrouge-8,STATION,75014,operational,4,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 16:05:00
195,160 avenue LÃ©on Blum,4,4,1,1,0,nonexistent,Maisons-Alfort,maisonsalfort-leonblum-160,STATION,94700,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 04:12:00
196,15 rue Olier,5,5,0,0,0,operational,Paris,paris-olier-15,STATION,75015,operational,1,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 04:34:00
197,5 bis Rue du Capitaine Ferber,5,5,0,1,0,operational,Paris,paris-capitaineferber-5,STATION,75020,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 07:18:00
198,27 avenue Magellan,4,4,0,1,0,nonexistent,CrÃ©teil,creteil-magellan-27,STATION,94000,operational,1,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 05:17:00
199,1 avenue Philippe Auguste,5,5,0,0,0,operational,Paris,paris-philippeauguste-1,STATION,75011,operational,0,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 19:59:00
200,12 avenue de la gare,0,0,0,0,0,nonexistent,BiÃ¨vres,bievres-gare-12,STATION,91570,future,0,station,scheduled,nonexistent,2018-04-09 00:00:00,2020-05-29 05:39:00
201,39 rue du Port Ã  l'Anglais,4,4,0,0,0,nonexistent,Alfortville,alfortville-portalanglais-39,STATION,94140,operational,1,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 17:12:00
202,15 Rue de Verdun,1,1,0,0,0,nonexistent,Suresnes,suresnes-verdun-15,SPACE,92150,operational,4,full_station,ok,operational,2018-04-01 00:00:00,2020-05-29 07:12:00
203,48 Avenue de Saint-MandÃ©,0,0,0,0,0,nonexistent,Paris,paris-saintmande-48,STATION,75012,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 16:03:00
204,199 Rue du Faubourg Saint-Antoine,0,0,0,0,0,nonexistent,Paris,paris-faubourgsaintantoine-199,SPACE,75011,operational,3,full_station,ok,operational,2018-04-08 00:00:00,2020-05-29 02:26:00
205,127 Quai de Stalingrad,5,5,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-stalingrad-127,STATION,92130,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 02:54:00
206,42 rue Charles Moureu,4,4,1,0,0,operational,Paris,paris-charlesmoureu-42,STATION,75013,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 17:40:00
207,128 avenue de la RÃ©publique,0,0,0,0,2,operational,Paris,paris-republique-128,STATION,75011,operational,6,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 06:20:00
208,26 villa Croix-Nivert,3,3,0,0,0,nonexistent,Paris,paris-cambronne-parking,PARKING,75015,operational,3,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 03:44:00
209,38 Rue RÃ©aumur,0,0,0,0,1,operational,Paris,paris-reaumur-38,STATION,75003,operational,3,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 19:29:00
210,2 avenue FranÃ§ois Mauriac,4,4,0,0,0,nonexistent,CrÃ©teil,creteil-francoismauriac-2,STATION,94000,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:03:00
211,139 boulevard de Grenelle,6,6,0,0,0,operational,Paris,paris-grenelle-139,STATION,75015,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 01:00:00
212,22 avenue Danielle Casanova,1,1,0,0,0,nonexistent,Champigny-sur-Marne,champignysurmarne-daniellecasanova-22,STATION,94500,operational,5,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 04:00:00
213,8 rue RÃ©musat,3,3,1,0,0,operational,Paris,paris-remusat-8,SPACE,75016,operational,1,full_station,ok,operational,2018-04-01 00:00:00,2020-05-29 06:53:00
214,8 avenue Ãdouard Belin,3,3,0,1,0,nonexistent,Rueil-Malmaison,rueilmalmaison-edouardbelin-8,STATION,92500,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 06:11:00
215,65 Avenue Ãmile Zola,2,2,0,0,0,broken,Paris,paris-emilezola-65,STATION,75015,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 12:07:00
216,1 Rue Legrand,2,2,0,0,0,nonexistent,Malakoff,malakoff-legrand-1,STATION,92240,operational,3,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 21:07:00
217,44 rue Paul Barruel,5,5,0,0,0,operational,Paris,paris-paulbarruel-44,STATION,75015,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 05:53:00
218,2 rue Joseph Marie Jacquard,0,0,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-josephmariejacquard-2,STATION,93600,broken,0,station,closed,nonexistent,2018-04-03 00:00:00,2020-05-29 16:31:00
219,94 Rue Paul Vaillant Couturier,3,3,1,0,0,nonexistent,Nanterre,nanterre-paulvaillantcouturier-94,STATION,92000,operational,1,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 17:26:00
220,3 avenue Lavoisier,0,0,0,0,0,nonexistent,Rueil-Malmaison,rueilmalmaison-lavoisier-3,STATION,92500,operational,4,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 12:18:00
221,1bis rue Ravignan,2,2,0,0,1,operational,Paris,paris-ravignan-1,STATION,75018,operational,2,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 02:26:00
222,17 Rue Ãmile Zola,4,4,0,2,0,nonexistent,AsniÃ¨res-sur-Seine,asnieressurseine-emilezola-17,STATION,92600,operational,0,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 02:29:00
223,24 rue des Cheminots,1,1,0,0,0,nonexistent,Saint-Denis,saintdenis-cheminots-24,STATION,93200,operational,6,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 07:33:00
224,16 rue Claude Bernard,3,3,0,0,2,operational,Paris,paris-claudebernard-16,STATION,75005,operational,2,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 02:53:00
225,2 Avenue LeÌon Blum,5,5,0,0,0,nonexistent,Le Plessis-Robinson,leplessisrobinson-leonblum-2,SPACE,92350,operational,1,full_station,ok,broken,2018-04-07 00:00:00,2020-05-29 11:49:00
226,11 rue Marguerite Long,0,0,0,0,0,operational,Paris,paris-margueritelong-11,STATION,75017,operational,5,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 20:10:00
227,82 rue de CrimÃ©e,1,1,0,0,0,operational,Paris,paris-crimee-82,STATION,75019,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 18:09:00
228,36 Avenue Carnot,2,2,0,0,0,nonexistent,Cachan,cachan-carnot-36,STATION,94230,operational,5,station,ok,nonexistent,2018-04-08 00:00:00,2020-05-29 01:18:00
229,169 avenue Gabriel PÃ©ri,0,0,0,0,0,nonexistent,Gennevilliers,gennevilliers-gabrielperi-169,SPACE,92230,broken,0,full_station,closed,broken,2018-04-08 00:00:00,2020-05-29 19:26:00
230,65 boulevard de Picpus,6,6,0,0,0,nonexistent,Paris,paris-picpusnation-parking,PARKING,75012,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 06:34:00
231,120 boulevard Gabriel PÃ©ri,5,5,0,0,0,nonexistent,Malakoff,malakoff-gabrielperi-120,STATION,92240,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 02:36:00
232,2 rue des Couronnes,1,1,0,0,0,nonexistent,Paris,paris-couronnes-2,STATION,75020,operational,3,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 07:48:00
233,6 Rue Louis Blanc,0,0,0,0,1,operational,Paris,paris-louisblanc-6,STATION,75010,operational,3,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 14:34:00
234,59 boulevard Gallieni,3,3,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-gallieni-59,STATION,92130,operational,3,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 18:16:00
235,65 Avenue Lenine,3,3,0,0,0,nonexistent,Nanterre,nanterre-lenine-65,STATION,92000,operational,3,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 21:01:00
236,21 rue Fernand Braudel,0,0,0,0,0,nonexistent,Paris,paris-fernandbraudel-21,STATION,75013,operational,3,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 19:55:00
237,102 Rue Juliette Savar,5,5,1,0,0,nonexistent,CrÃ©teil,creteil-juliettesavar-102,STATION,94000,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 05:58:00
238,61 Boulevard Haussmann,3,3,0,0,0,nonexistent,Paris,paris-haussmann-61,STATION,75008,operational,0,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 13:02:00
239,162 rue Championnet,5,5,0,0,0,operational,Paris,paris-championnet-162,STATION,75018,operational,0,station,ok,nonexistent,2018-04-09 00:00:00,2020-05-29 23:01:00
240,1 Rue Jules Romains,4,4,0,0,0,operational,Paris,paris-julesromains-1,SPACE,75019,operational,1,full_station,ok,operational,2018-04-09 00:00:00,2020-05-29 11:59:00
241,92 Boulevard des Batignolles,1,1,0,2,0,broken,Paris,paris-batignolles-92,STATION,75017,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 02:50:00
242,58 avenue Dutartre,5,5,0,0,0,nonexistent,Le Chesnay,lechesnay-dutartre-58,STATION,78150,operational,1,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 16:28:00
243,46 Rue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Issy-les-Moulineaux,issylesmoulineaux-generalleclerc-46,SPACE,92130,broken,0,full_station,closed,broken,2018-04-06 00:00:00,2020-05-29 18:42:00
244,61 boulevard Saint-Jacques,0,0,0,0,0,nonexistent,Paris,paris-saintjacques1-parking,PARKING,75014,broken,0,station,closed,nonexistent,2018-04-02 00:00:00,2020-05-29 12:00:00
245,68 rue de la Bonne Aventure,7,7,0,0,0,nonexistent,Versailles,versailles-bonneaventure-68,STATION,78000,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 05:09:00
246,94 avenue de Saint-MandÃ©,3,3,0,0,0,operational,Paris,paris-saintmande-94,STATION,75012,operational,3,station,ok,nonexistent,2018-04-07 00:00:00,2020-05-29 19:37:00
247,8 rue des Chantiers,5,5,0,0,0,nonexistent,Versailles,versailles-chantiers-8,SPACE,78000,operational,1,full_station,ok,operational,2018-04-04 00:00:00,2020-05-29 02:58:00
248,79 rue AndrÃ© Joineau,6,6,0,0,0,nonexistent,Le PrÃ©-Saint-Gervais,lepresaintgervais-andrejoineau-79,STATION,93310,operational,1,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 09:03:00
249,118 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,0,nonexistent,Clamart,clamart-generaldegaulle-118,STATION,92140,operational,0,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 12:15:00
250,1 rue de Sevran,0,0,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-sevran-1,STATION,93600,broken,0,station,closed,nonexistent,2018-04-04 00:00:00,2020-05-29 19:19:00
251,9 avenue Arblade,1,1,0,0,0,nonexistent,Malakoff,malakoff-arblade-9,STATION,92240,operational,4,station,ok,nonexistent,2018-04-01 00:00:00,2020-05-29 19:49:00
252,12 rue Armengaud,5,5,0,0,0,operational,Saint-Cloud,saintcloud-armengaud-12,STATION,92220,operational,0,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 12:02:00
253,330 rue des PyrÃ©nÃ©es,5,5,0,0,0,operational,Paris,paris-pyrenees-330,SPACE,75020,operational,0,full_station,ok,operational,2018-04-03 00:00:00,2020-05-29 04:09:00
254,25 rue Constantine,1,1,0,0,1,operational,Paris,paris-constantine-25,STATION,75007,operational,5,station,ok,nonexistent,2018-04-05 00:00:00,2020-05-29 05:48:00
255,194 rue de fontenay,6,6,0,1,0,nonexistent,Vincennes,vincennes-fontenay-194,STATION,94300,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 05:09:00
256,1 rue Maryse BastiÃ©,3,3,0,0,0,nonexistent,Aulnay-sous-bois,aulnaysousbois-marysebastie-1,STATION,93600,operational,2,station,ok,nonexistent,2018-04-02 00:00:00,2020-05-29 17:12:00
257,94 Rue Paul Vaillant Couturier,4,4,0,0,0,nonexistent,Nanterre,nanterre-paulvaillantcouturier-94,STATION,92000,operational,2,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 14:50:00
258,2 avenue de la Porte Saint-Cloud,6,6,0,0,0,nonexistent,Paris,paris-portesaintcloud-parking,PARKING,75016,operational,0,station,ok,nonexistent,2018-04-04 00:00:00,2020-05-29 18:20:00
259,1 avenue Ãmile Laurent,5,5,0,0,0,operational,Paris,paris-emilelaurent-1,STATION,75012,operational,0,station,ok,nonexistent,2018-04-06 00:00:00,2020-05-29 21:06:00
260,16 rue Raoul Nordling,4,4,0,0,0,nonexistent,Bois-Colombes,boiscolombes-raoulnordling-16,STATION,92270,operational,2,station,ok,nonexistent,2018-04-03 00:00:00,2020-05-29 15:48:00
